# s_m,x_m,y_m,trac_dir,kappa_radpm,vx_mps,dist_left_m,dist_right_m
33.799798,14.466246,7.846387,3.956050,-0.615257,3.032287,1.254024,0.397522
33.899798,14.395414,7.775821,3.893965,-0.626713,3.002996,1.345218,0.386394
33.999797,14.320300,7.709832,3.830663,-0.639508,2.971200,1.434698,0.375068
34.099797,14.241123,7.648779,3.765981,-0.656856,2.929556,1.385751,0.358642
34.199796,14.158103,7.593064,3.698827,-0.687385,2.860069,1.349903,0.346577
34.299795,14.071452,7.543189,3.628281,-0.724547,2.781372,1.327270,0.358225
34.399795,13.981418,7.499723,3.553738,-0.767068,2.698297,1.318659,0.398687
34.499794,13.888319,7.463288,3.474753,-0.812966,2.615889,1.288040,0.430075
34.599794,13.792573,7.434532,3.391403,-0.839859,2.570705,1.210873,0.453516
34.699793,13.694759,7.413871,3.308468,-0.819764,2.604262,1.154338,0.470174
34.799792,13.595580,7.401293,3.227245,-0.805744,2.628399,1.116191,0.479209
34.899792,13.495710,7.396744,3.147095,-0.798402,2.641285,1.106772,0.483229
34.999791,13.395795,7.400181,3.067332,-0.798008,2.641982,1.113674,0.482334
35.099791,13.296472,7.411577,2.987317,-0.799418,2.639491,1.135910,0.476496
35.199790,13.198374,7.430854,2.907975,-0.788193,2.659495,1.168132,0.465464
35.299789,13.102099,7.457800,2.829513,-0.781883,2.670923,1.215059,0.448869
35.399789,13.008224,7.492188,2.751419,-0.780899,2.672719,1.279651,0.427220
35.499788,12.917320,7.533798,2.673150,-0.785381,2.664571,1.358793,0.399302
35.599788,12.829963,7.582416,2.594236,-0.786978,2.661685,1.356350,0.363802
35.699787,12.746674,7.637716,2.517276,-0.752378,2.726217,1.369964,0.343142
35.799786,12.667777,7.699123,2.443693,-0.719766,2.791160,1.398748,0.373932
35.899786,12.593501,7.766048,2.373200,-0.690796,2.852587,1.442175,0.395163
35.999785,12.524024,7.837945,2.305373,-0.666624,2.906815,1.437662,0.410976
36.099785,12.459492,7.914314,2.239691,-0.647656,2.951435,1.328808,0.438012
36.199784,12.400039,7.994700,2.175840,-0.629589,2.995764,1.240089,0.461004
36.299783,12.345761,8.078668,2.113714,-0.613272,3.037442,1.168125,0.479002
36.399783,12.296733,8.165807,2.053106,-0.599329,3.074373,1.110382,0.492396
36.499782,12.253014,8.255728,1.993753,-0.588239,3.104665,1.045118,0.510766
36.599782,12.214659,8.348065,1.935384,-0.574488,3.143414,0.987604,0.539638
36.699781,12.181611,8.442433,1.880923,-0.514376,3.223795,0.942128,0.564185
36.799780,12.153458,8.538377,1.832543,-0.453220,3.311672,0.906977,0.585420
36.899780,12.129680,8.635501,1.790255,-0.392742,3.406007,0.874077,0.603798
36.999779,12.109734,8.733486,1.753941,-0.333849,3.505530,0.845270,0.623496
37.099779,12.093072,8.832084,1.723398,-0.282118,3.608982,0.822093,0.651166
37.199778,12.079262,8.931122,1.695331,-0.279192,3.714373,0.803067,0.676526
37.299777,12.068223,9.030507,1.667563,-0.276175,3.813771,0.787630,0.699282
37.399777,12.059932,9.130159,1.640099,-0.273097,3.907757,0.764663,0.719549
37.499776,12.054365,9.230001,1.612944,-0.269990,3.996834,0.744699,0.773659
37.599776,12.051495,9.329956,1.586114,-0.264349,4.081072,0.728164,0.833983
37.699775,12.051238,9.429952,1.561092,-0.236082,4.161458,0.714995,0.891102
37.799774,12.053342,9.529928,1.538897,-0.207843,4.243098,0.704842,0.946259
37.899774,12.057523,9.629838,1.519518,-0.179772,4.325690,0.699049,1.078626
37.999773,12.063499,9.729658,1.502935,-0.151931,4.408888,0.695929,1.212390
38.099773,12.070992,9.829375,1.489121,-0.124948,4.492325,0.694529,1.343817
38.199772,12.079737,9.928991,1.477691,-0.103642,4.575555,0.694509,1.423889
38.299772,12.089515,10.028511,1.468396,-0.082253,4.657744,0.695593,1.463742
38.399771,12.100110,10.127947,1.461242,-0.060825,4.738755,0.697526,1.503999
38.499770,12.111311,10.227317,1.456231,-0.039383,4.818408,0.680000,1.544923
38.599770,12.122902,10.326643,1.453365,-0.018034,4.896487,0.649927,1.586794
38.699769,12.134674,10.425947,1.452586,0.002464,4.972740,0.620470,1.629871
38.799769,12.146421,10.525254,1.453857,0.022961,5.046637,0.591358,1.674441
38.899768,12.157940,10.624587,1.457178,0.043455,5.117728,0.562337,1.678548
38.999767,12.169028,10.723970,1.462548,0.063942,5.185669,0.530260,1.673767
39.099767,12.179480,10.823421,1.469967,0.084707,5.222575,0.480652,1.669558
39.199766,12.189085,10.922958,1.479610,0.108152,5.099576,0.430341,1.666200
39.299766,12.197613,11.022593,1.491599,0.131645,4.978408,0.378949,1.664029
39.399765,12.204829,11.122331,1.505940,0.155163,4.859500,0.471535,1.663418
39.499764,12.210497,11.222168,1.522631,0.178651,4.743158,0.560204,1.664772
39.599764,12.214380,11.322090,1.541666,0.202061,4.629568,0.576618,1.659645
39.699763,12.216243,11.422071,1.563066,0.226004,4.519087,0.587217,1.652285
39.799763,12.215846,11.522067,1.586876,0.250254,4.411954,0.595654,1.647870
39.899762,12.212946,11.622022,1.613124,0.274724,4.308328,0.601806,1.646917
39.999761,12.207302,11.721858,1.641823,0.299250,4.208243,0.600823,1.657586
40.099761,12.198674,11.821481,1.672966,0.323258,4.111324,0.575281,1.680693
40.199760,12.186834,11.920773,1.706347,0.344507,4.015617,0.546957,1.709701
40.299760,12.171580,12.019597,1.741894,0.366564,3.920971,0.515511,1.740366
40.399759,12.152715,12.117795,1.779679,0.389219,3.827004,0.480565,1.775232
40.499758,12.130043,12.215183,1.819748,0.412169,3.732976,0.441642,1.818317
40.599758,12.103378,12.311554,1.862105,0.434165,3.637098,0.398141,1.870832
40.699757,12.072565,12.406680,1.906236,0.448771,3.575252,0.371000,1.933373
40.799757,12.037514,12.500327,1.951918,0.465149,3.509360,0.344829,1.901830
40.899756,11.998146,12.592241,1.999317,0.483051,3.441153,0.346426,1.878961
40.999755,11.954385,12.682147,2.048569,0.502151,3.372392,0.375096,1.865155
41.099755,11.906167,12.769741,2.099759,0.518993,3.314892,0.398614,1.860958
41.199754,11.853506,12.854739,2.150941,0.504805,3.363142,0.411954,1.866794
41.299754,11.796623,12.936971,2.200759,0.491789,3.409206,0.419070,1.777901
41.399753,11.735764,13.016307,2.249347,0.480220,3.451688,0.422277,1.691900
41.499752,11.671166,13.092630,2.296859,0.470314,3.489287,0.421658,1.618767
41.599752,11.603049,13.165831,2.343467,0.461312,3.524484,0.430175,1.556922
41.699751,11.531640,13.235823,2.388662,0.442594,3.593925,0.440176,1.486243
41.799751,11.457203,13.302587,2.431993,0.424087,3.662206,0.446619,1.419320
41.899750,11.380001,13.366136,2.473498,0.406148,3.729767,0.449646,1.362235
41.999749,11.300282,13.426497,2.513250,0.389056,3.796831,0.451506,1.313734
42.099749,11.218274,13.483711,2.551344,0.372999,3.863467,0.468570,1.257887
42.199748,11.134190,13.537828,2.587853,0.357178,3.929639,0.482476,1.200396
42.299748,11.048226,13.588908,2.622781,0.341414,3.995566,0.493405,1.150176
42.399747,10.960568,13.637023,2.656145,0.325910,4.061265,0.501507,1.106405
42.499746,10.871388,13.682257,2.687977,0.310825,4.126840,0.510371,1.057443
42.599746,10.780846,13.724697,2.718328,0.296583,4.192328,0.541464,0.985339
42.699745,10.689082,13.764428,2.747476,0.286369,4.257620,0.569670,0.919887
42.799745,10.596218,13.801516,2.775604,0.276229,4.321678,0.595171,0.860291
42.899744,10.502364,13.836024,2.802726,0.266243,4.384712,0.618148,0.805961
42.999743,10.407625,13.868022,2.828860,0.256479,4.446875,0.638921,0.751355
43.099743,10.312097,13.897580,2.854030,0.246776,4.508274,0.661639,0.701037
43.199742,10.215869,13.924775,2.878098,0.234573,4.569038,0.682206,0.654905
43.299742,10.119029,13.949705,2.900945,0.222386,4.629959,0.700782,0.612581
43.399741,10.021658,13.972476,2.922577,0.210281,4.691048,0.717494,0.577950
43.499740,9.923831,13.993195,2.943006,0.198309,4.752289,0.732456,0.550544
43.599740,9.825611,14.011969,2.962245,0.186562,4.813641,0.751604,0.525735
43.699739,9.727058,14.028907,2.980351,0.175563,4.875040,0.774880,0.503295
43.799739,9.628222,14.044112,2.997357,0.164551,4.936317,0.796656,0.483023
43.899738,9.529150,14.057689,3.013262,0.153560,4.997468,0.817045,0.460284
43.999738,9.429880,14.069743,3.028070,0.142616,5.058471,0.836157,0.438649
44.099737,9.330449,14.080380,3.041787,0.131746,5.119291,0.854093,0.418740
44.199736,9.230886,14.089706,3.054425,0.121009,5.179884,0.868389,0.400395
44.299736,9.131218,14.097827,3.065988,0.110259,5.240191,0.881371,0.384453
44.399735,9.031465,14.104848,3.076477,0.099514,5.300171,0.893451,0.373189
44.499735,8.931648,14.110876,3.085892,0.088783,5.359772,0.904717,0.363020
44.599734,8.831781,14.116018,3.094235,0.078268,5.418936,0.915258,0.353821
44.699733,8.731877,14.120375,3.101655,0.070124,5.477583,0.921880,0.345469
44.799733,8.631945,14.124030,3.108260,0.061974,5.535456,0.919747,0.341505
44.899732,8.531992,14.127067,3.114049,0.053821,5.592543,0.917011,0.341552
44.999732,8.432024,14.129566,3.119024,0.045670,5.648828,0.913738,0.342146
45.099731,8.332045,14.131608,3.123185,0.038075,5.704290,0.909999,0.343202
45.199730,8.232059,14.133259,3.126951,0.037234,5.745138,0.905868,0.344652
45.299730,8.132068,14.134539,3.130632,0.036393,5.623910,0.907636,0.344182
45.399729,8.032073,14.135454,3.134229,0.035553,5.499766,0.909620,0.343030
45.499729,7.932075,14.136014,3.137743,0.034714,5.372528,0.911261,0.342237
45.599728,7.832076,14.136227,3.141175,0.034714,5.241992,0.912567,0.341796
45.699727,7.732077,14.136078,3.145158,0.044941,5.108860,0.913517,0.341721
45.799727,7.632079,14.135480,3.150164,0.055166,4.972966,0.912810,0.341758
45.899726,7.532087,14.134330,3.156191,0.065383,4.834073,0.911076,0.342257
45.999726,7.432104,14.132526,3.163239,0.075583,4.691862,0.908747,0.343428
46.099725,7.332137,14.129967,3.171315,0.088064,4.546244,0.905739,0.345380
46.199724,7.232199,14.126487,3.182153,0.128709,4.401520,0.901982,0.348308
46.299724,7.132314,14.121722,3.197061,0.169458,4.258744,0.899104,0.355215
46.399723,7.032525,14.115264,3.216047,0.210256,4.118600,0.898760,0.364459
46.499723,6.932894,14.106710,3.239107,0.250911,3.981372,0.896765,0.376156
46.599722,6.833511,14.095660,3.266213,0.291405,3.846982,0.892958,0.390863
46.699721,6.734492,14.081713,3.297588,0.336281,3.716777,0.887223,0.406119
46.799721,6.636000,14.064444,3.333507,0.382265,3.590936,0.879475,0.411909
46.899720,6.538242,14.043423,3.374065,0.428978,3.469249,0.869642,0.422306
46.999720,6.441477,14.018230,3.419301,0.475643,3.350812,0.856710,0.438119
47.099719,6.346021,13.988466,3.469151,0.521137,3.233614,0.841165,0.460288
47.199718,6.252246,13.953767,3.523643,0.569474,3.116939,0.823333,0.497645
47.299718,6.160603,13.913785,3.583190,0.622093,3.000266,0.803189,0.551214
47.399717,6.071626,13.868181,3.648161,0.677652,2.881721,0.780652,0.617843
47.499717,5.985945,13.816660,3.718743,0.733861,2.762571,0.755494,0.701310
47.599716,5.904273,13.758998,3.794841,0.787024,2.661601,0.727194,0.803915
47.699715,5.827389,13.695095,3.876162,0.841757,2.567595,0.694814,0.824547
47.799715,5.756160,13.624949,3.963635,0.909615,2.462768,0.665626,0.861196
47.899714,5.691608,13.548623,4.058400,0.986774,2.356639,0.636668,0.918027
47.999714,5.634896,13.466313,4.161083,1.066604,2.258860,0.603053,1.001497
48.099713,5.587266,13.378443,4.271454,1.132986,2.185317,0.562155,1.085532
48.199712,5.549786,13.285785,4.384618,1.136556,2.181540,0.504862,1.033729
48.299712,5.523086,13.189470,4.499998,1.176868,2.140045,0.406343,1.008108
48.399711,5.507909,13.090686,4.621118,1.250651,2.069184,0.345847,1.008366
48.499711,5.505197,12.990791,-1.532129,1.351815,1.981285,0.341506,1.038060
48.599710,5.515983,12.891457,-1.391271,1.450790,1.903999,0.380669,1.000459
48.699709,5.540712,12.794644,-1.252105,1.333345,1.996612,0.421702,0.942482
48.799709,5.578110,12.701970,-1.124088,1.230715,2.087724,0.452786,0.918751
48.899708,5.626626,12.614594,-1.005028,1.155680,2.161593,0.489679,0.922051
48.999708,5.684922,12.533404,-0.891827,1.114156,2.205530,0.534435,0.940688
49.099707,5.751907,12.459219,-0.780980,1.103689,2.216982,0.567554,0.790574
49.199706,5.826587,12.392787,-0.674314,1.027579,2.305279,0.593334,0.682416
49.299706,5.907691,12.334357,-0.575685,0.944778,2.412836,0.615001,0.605090
49.399705,5.993953,12.283837,-0.485257,0.864854,2.523240,0.633291,0.550019
49.499705,6.084265,12.240962,-0.402410,0.793913,2.629181,0.648369,0.495743
49.599704,6.177701,12.205392,-0.326059,0.735098,2.731974,0.660168,0.448309
49.699703,6.273497,12.176779,-0.255422,0.676879,2.831230,0.670538,0.413342
49.799703,6.371013,12.154707,-0.190774,0.615932,2.929209,0.688555,0.388575
49.899702,6.469706,12.138680,-0.132221,0.555391,3.028301,0.703637,0.369817
49.999702,6.569139,12.128157,-0.079614,0.497263,3.129342,0.715931,0.354481
50.099701,6.668975,12.122593,-0.032647,0.443976,3.232314,0.725524,0.345342
50.199701,6.768961,12.121488,0.009936,0.407507,3.336527,0.732405,0.341483
50.299700,6.868910,12.124456,0.048829,0.370287,3.438901,0.736605,0.342286
50.399699,6.968682,12.131123,0.083993,0.333033,3.540379,0.738212,0.355048
50.499699,7.068178,12.141109,0.115450,0.296211,3.641492,0.730440,0.372747
50.599698,7.167335,12.154038,0.143257,0.259845,3.742478,0.719691,0.393699
50.699698,7.266123,12.169535,0.167308,0.221109,3.843421,0.706340,0.417444
50.799697,7.364546,12.187212,0.187470,0.182110,3.944680,0.690541,0.437948
50.899696,7.462631,12.206679,0.203729,0.143086,4.045814,0.672511,0.442545
50.999696,7.560429,12.227548,0.216089,0.104144,4.146167,0.653250,0.448586
51.099695,7.658003,12.249434,0.224564,0.066115,4.245268,0.634009,0.455616
51.199695,7.755429,12.271977,0.229717,0.036935,4.342506,0.613633,0.463241
51.299694,7.852770,12.294879,0.231950,0.007716,4.437036,0.592483,0.476780
51.399693,7.950094,12.317857,0.231260,-0.021513,4.528399,0.570879,0.501974
51.499693,8.047467,12.340625,0.227648,-0.050724,4.615665,0.548965,0.526560
51.599692,8.144953,12.362899,0.221113,-0.080761,4.698234,0.527000,0.550211
51.699692,8.242620,12.384372,0.211067,-0.120181,4.563449,0.505581,0.572524
51.799691,8.340537,12.404670,0.197073,-0.159706,4.426419,0.485143,0.592450
51.899690,8.438765,12.423401,0.179123,-0.199314,4.293167,0.466189,0.608594
51.999690,8.537346,12.440170,0.157213,-0.238860,4.164466,0.446442,0.622475
52.099689,8.636299,12.454581,0.131365,-0.277536,4.040560,0.428395,0.633871
52.199689,8.735612,12.466247,0.101950,-0.310886,3.919404,0.413352,0.642640
52.299688,8.835239,12.474821,0.069163,-0.344969,3.800862,0.401752,0.648680
52.399687,8.935102,12.479952,0.032941,-0.379527,3.684483,0.395753,0.653348
52.499687,9.035086,12.481291,-0.006743,-0.414103,3.569316,0.399538,0.656570
52.599686,9.135038,12.478489,-0.049860,-0.448576,3.453960,0.408254,0.656721
52.699686,9.234763,12.471200,-0.096767,-0.490067,3.340248,0.422549,0.653754
52.799685,9.334009,12.459032,-0.147966,-0.534316,3.227908,0.443285,0.647613
52.899684,9.432461,12.441579,-0.203695,-0.580499,3.115867,0.469754,0.638225
52.999684,9.529732,12.418444,-0.264085,-0.627236,3.001676,0.504187,0.625474
53.099683,9.625360,12.389260,-0.329092,-0.672171,2.894117,0.549090,0.614665
53.199683,9.718811,12.353720,-0.398466,-0.716648,2.797596,0.606685,0.600740
53.299682,9.809472,12.311576,-0.472670,-0.768511,2.695597,0.660819,0.582900
53.399681,9.896625,12.262594,-0.552343,-0.825560,2.594462,0.707987,0.560846
53.499681,9.979436,12.206594,-0.637840,-0.884273,2.500539,0.773010,0.533986
53.599680,10.056977,12.143503,-0.729077,-0.937669,2.422710,0.861105,0.501182
53.699680,10.128286,12.073445,-0.824725,-0.979061,2.366697,0.930500,0.467665
53.799679,10.192387,11.996745,-0.925608,-1.041826,2.288040,0.955792,0.456034
53.899678,10.248149,11.913791,-1.033664,-1.121562,2.197521,1.004752,0.438989
53.999678,10.294264,11.825123,-1.150232,-1.210389,2.107078,1.084676,0.415907
54.099677,10.329336,11.731545,-1.275573,-1.284709,2.038479,1.207549,0.385206
54.199677,10.352290,11.634278,-1.401898,-1.248001,2.071624,1.132998,0.342115
54.299676,10.362927,11.534908,-1.526448,-1.249215,2.070505,1.086768,0.345948
54.399675,10.361068,11.434988,4.630202,-1.287385,2.036117,1.071110,0.342660
54.499675,10.346369,11.336144,4.498113,-1.359541,1.974962,1.086476,0.404375
54.599674,10.318390,11.240222,4.357456,-1.441644,1.910820,1.018491,0.447989
54.699674,10.277193,11.149189,4.219446,-1.317515,2.009995,0.907594,0.477562
54.799673,10.224380,11.064346,4.093742,-1.199150,2.117982,0.839864,0.501348
54.899672,10.161777,10.986436,3.978859,-1.103047,2.217690,0.802133,0.520467
54.999672,10.090952,10.915901,3.872119,-1.037079,2.293745,0.724989,0.561901
55.099671,10.013184,10.853097,3.770310,-1.001430,2.337842,0.626034,0.599280
55.199671,9.929567,10.798325,3.673994,-0.922641,2.443948,0.553938,0.629712
55.299670,9.841254,10.751480,3.586067,-0.835269,2.552707,0.502366,0.656260
55.399669,9.749335,10.712164,3.506935,-0.747926,2.660003,0.462905,0.679889
55.499669,9.654729,10.679828,3.436296,-0.666050,2.768672,0.427212,0.700939
55.599668,9.558173,10.653866,3.373449,-0.592352,2.879117,0.401870,0.719484
55.699668,9.460249,10.633667,3.317784,-0.520228,2.990711,0.384805,0.733897
55.799667,9.361403,10.618584,3.269497,-0.445286,3.104118,0.374478,0.743186
55.899667,9.261981,10.607916,3.228737,-0.370009,3.220361,0.363687,0.750089
55.999666,9.162230,10.600933,3.195462,-0.295688,3.339344,0.353933,0.754740
56.099665,9.062314,10.596903,3.169554,-0.223358,3.460374,0.347674,0.757348
56.199665,8.962333,10.595120,3.150343,-0.160720,3.582371,0.343959,0.758204
56.299664,8.862334,10.594943,3.137430,-0.097482,3.703477,0.342001,0.757349
56.399664,8.762338,10.595741,3.130853,-0.034056,3.822858,0.345309,0.751629
56.499663,8.662346,10.596880,3.130618,0.029330,3.939255,0.349462,0.745282
56.599662,8.562350,10.597725,3.136710,0.091827,4.048406,0.353235,0.738946
56.699662,8.462351,10.597665,3.148564,0.145296,4.148425,0.356062,0.733344
56.799661,8.362364,10.596152,3.165780,0.199083,4.237064,0.357539,0.729184
56.899661,8.262428,10.592649,3.188394,0.253253,4.213691,0.357394,0.723115
56.999660,8.162614,10.586616,3.216436,0.307594,4.108412,0.354972,0.719291
57.099659,8.063034,10.577517,3.249885,0.357485,4.020952,0.349881,0.719164
57.199659,7.963834,10.564941,3.285424,0.353402,4.044793,0.341727,0.723419
57.299658,7.865139,10.548868,3.320586,0.349930,4.065388,0.355205,0.732476
57.399658,7.767068,10.529351,3.355431,0.347098,4.082418,0.382017,0.748896
57.499657,7.669733,10.506442,3.390027,0.344927,4.095613,0.405341,0.769858
57.599656,7.573246,10.480190,3.424440,0.343706,4.103084,0.425339,0.795458
57.699656,7.477720,10.450631,3.458960,0.346765,4.084432,0.442115,0.825891
57.799655,7.383276,10.417779,3.493808,0.350274,4.063335,0.475743,0.864515
57.899655,7.290041,10.381638,3.529028,0.354197,4.040119,0.524096,0.910332
57.999654,7.198144,10.342219,3.564659,0.358491,4.015141,0.567608,0.962255
58.099653,7.107720,10.299531,3.600734,0.362403,3.992766,0.606602,1.032350
58.199653,7.018895,10.253608,3.636678,0.356535,4.026465,0.641552,1.144265
58.299652,6.931763,10.204547,3.672054,0.351062,4.058642,0.672890,1.267661
58.399652,6.846407,10.152458,3.706905,0.346046,4.088798,0.700875,1.364461
58.499651,6.762905,10.097446,3.741280,0.341537,4.116460,0.725715,1.442410
58.599650,6.681330,10.039615,3.775231,0.337730,4.140243,0.707906,1.528190
58.699650,6.601756,9.979059,3.808956,0.336813,4.146035,0.686748,1.622512
58.799649,6.524267,9.915857,3.842605,0.336240,4.149663,0.662533,1.726235
58.899649,6.448947,9.850086,3.876215,0.336018,4.151067,0.635120,1.729256
58.999648,6.375879,9.781822,3.909820,0.336152,4.150222,0.604337,1.728521
59.099647,6.305147,9.711140,3.943456,0.336491,4.148070,0.569988,1.733105
59.199647,6.236829,9.638121,3.976999,0.334426,4.161211,0.517600,1.743024
59.299646,6.170992,9.562858,4.010353,0.332705,4.172252,0.341399,1.758281
59.399646,6.107695,9.485447,4.043552,0.331346,4.181034,0.342482,1.778918
59.499645,6.046998,9.405982,4.076634,0.330362,4.187429,0.392949,1.797838
59.599644,5.988958,9.324554,4.109637,0.329740,4.191481,0.470423,1.715515
59.699644,5.933634,9.241258,4.142573,0.329054,4.195970,0.540873,1.641002
59.799643,5.881081,9.156186,4.175461,0.328760,4.197891,0.594335,1.573742
59.899643,5.831353,9.069433,4.208338,0.328864,4.197214,0.639185,1.513247
59.999642,5.784505,8.981091,4.241246,0.329363,4.193945,0.679903,1.459105
60.099641,5.740591,8.891254,4.274223,0.329845,4.190795,0.716764,1.398003
60.199641,5.699649,8.800025,4.306705,0.319814,4.244880,0.750216,1.330390
60.299640,5.661645,8.707533,4.338192,0.309967,4.298557,0.780275,1.269776
60.399640,5.626526,8.613907,4.368707,0.300398,4.351918,0.806538,1.215463
60.499639,5.594235,8.519269,4.398283,0.291184,4.404999,0.830278,1.166664
60.599638,5.564713,8.423730,4.426958,0.282534,4.457797,0.851641,1.118102
60.699638,5.537909,8.327393,4.455013,0.278592,4.510224,0.870691,1.074431
60.799637,5.513798,8.230347,4.482680,0.274765,4.560694,0.887473,1.035251
60.899637,5.492364,8.132675,4.509971,0.271084,4.609362,0.902068,1.000802
60.999636,5.473584,8.034457,4.536902,0.267574,4.656355,0.915275,0.972233
61.099635,5.457439,7.935773,4.563492,0.264350,4.693831,0.927650,0.947410
61.199635,5.443913,7.836695,4.589918,0.264198,4.695205,0.937961,0.926156
61.299634,5.433009,7.737295,4.616338,0.264246,4.694777,0.946223,0.913015
61.399634,5.424735,7.637641,4.642773,0.264491,4.692549,0.952465,0.906093
61.499633,5.419100,7.537803,4.669243,0.264934,4.688542,0.956706,0.902461
61.599633,5.416112,7.437851,4.695766,0.265461,4.683788,0.958959,0.902115
61.699632,5.415772,7.337855,-1.561014,0.262668,4.709159,0.959302,0.900492
61.799631,5.418059,7.237885,-1.534881,0.260007,4.733710,0.957755,0.900599
61.899631,5.422944,7.138008,-1.509008,0.257495,4.757232,0.954242,0.903913
61.999630,5.430399,7.038289,-1.483377,0.255147,4.779528,0.948758,0.910405
62.099630,5.440396,6.938793,-1.457972,0.253092,4.799292,0.941294,0.923795
62.199629,5.452913,6.839583,-1.432576,0.254879,4.782092,0.931851,0.943809
62.299628,5.467955,6.740724,-1.406989,0.256896,4.762889,0.921036,0.967212
62.399628,5.485532,6.642284,-1.381190,0.259133,4.741853,0.911802,0.994125
62.499627,5.505653,6.544333,-1.355156,0.261578,4.719169,0.900546,1.020835
62.599627,5.528330,6.446941,-1.328868,0.263843,4.698431,0.887222,1.042776
62.699626,5.553550,6.350177,-1.302957,0.254380,4.742731,0.871679,1.068206
62.799625,5.581223,6.254086,-1.277992,0.244925,4.788105,0.853796,1.096948
62.899625,5.611241,6.158700,-1.253970,0.235544,4.834454,0.833338,1.132655
62.999624,5.643498,6.064049,-1.230880,0.226289,4.881670,0.809638,1.179076
63.099624,5.677888,5.970151,-1.208705,0.217978,4.827314,0.783520,1.228780
63.199623,5.714352,5.877039,-1.186103,0.234132,4.735577,0.755286,1.282471
63.299622,5.752986,5.784806,-1.161869,0.250600,4.646586,0.725075,1.335150
63.399622,5.793919,5.693571,-1.135975,0.267318,4.560506,0.692671,1.387453
63.499621,5.837276,5.603463,-1.108400,0.284187,4.477454,0.660732,1.445550
63.599621,5.883176,5.514624,-1.079138,0.300369,4.396928,0.628068,1.510237
63.699620,5.931689,5.427185,-1.049510,0.292222,4.446788,0.592233,1.576026
63.799619,5.982737,5.341200,-1.020687,0.284274,4.496315,0.552762,1.637186
63.899619,6.036209,5.256701,-0.992647,0.276583,4.545550,0.509530,1.703531
63.999618,6.091997,5.173714,-0.965361,0.269199,4.594497,0.469533,1.775133
64.099618,6.149999,5.092257,-0.938795,0.262393,4.643140,0.438720,1.852080
64.199617,6.210131,5.012361,-0.912362,0.266314,4.676111,0.404927,1.935111
64.299616,6.272370,4.934095,-0.885525,0.270473,4.639234,0.368076,1.956457
64.399616,6.336703,4.857540,-0.858261,0.274844,4.601378,0.341494,1.948927
64.499615,6.403115,4.782783,-0.830550,0.279397,4.562876,0.803165,1.945599
64.599615,6.471590,4.709910,-0.802377,0.283898,4.525727,1.017502,1.946579
64.699614,6.542091,4.638996,-0.774400,0.275656,4.573128,1.199670,1.951908
64.799613,6.614520,4.570052,-0.747242,0.267521,4.620653,1.358630,1.961422
64.899613,6.688768,4.503069,-0.720890,0.259550,4.668312,1.407397,1.974943
64.999612,6.764729,4.438037,-0.695325,0.251793,4.716088,1.446505,1.988712
65.099612,6.842304,4.374937,-0.670523,0.244397,4.763943,1.483525,1.877849
65.199611,6.921408,4.313766,-0.645901,0.248100,4.810464,1.518138,1.774705
65.299610,7.002006,4.254576,-0.620896,0.252035,4.809561,1.550016,1.678099
65.399610,7.084070,4.197437,-0.595487,0.256182,4.769662,1.579271,1.587731
65.499609,7.167570,4.142419,-0.569653,0.260520,4.728943,1.606012,1.503328
65.599609,7.252475,4.089594,-0.543378,0.264925,4.688622,1.630342,1.424650
65.699608,7.338729,4.039002,-0.517916,0.244290,4.733093,1.653198,1.353594
65.799607,7.426194,3.990531,-0.494521,0.223618,4.782634,1.675474,1.289462
65.899607,7.514720,3.944027,-0.473190,0.203035,4.836159,1.690554,1.230790
65.999606,7.604173,3.899331,-0.453908,0.182623,4.892825,1.684805,1.176825
66.099606,7.694428,3.856276,-0.436658,0.162456,4.951941,1.677446,1.126913
66.199605,7.785387,3.814730,-0.420161,0.167496,5.011955,1.668727,1.076369
66.299604,7.877030,3.774714,-0.403157,0.172584,5.068735,1.658870,1.027373
66.399604,7.969349,3.736285,-0.385643,0.177707,5.122285,1.647852,0.969462
66.499603,8.062337,3.699503,-0.367616,0.182847,5.172593,1.635649,0.900907
66.599603,8.155981,3.664427,-0.349074,0.187967,5.219635,1.622231,0.841724
66.699602,8.250262,3.631099,-0.330632,0.180890,5.264877,1.607371,0.802251
66.799601,8.345130,3.599481,-0.312895,0.173861,5.310428,1.591660,0.765497
66.899601,8.440533,3.569517,-0.295857,0.166900,5.356245,1.574462,0.731268
66.999600,8.536424,3.541150,-0.279512,0.160022,5.402284,1.555620,0.695734
67.099600,8.632756,3.514320,-0.263850,0.153244,5.448498,1.535133,0.658749
67.199599,8.729489,3.488976,-0.248702,0.149711,5.494836,1.513071,0.623930
67.299598,8.826591,3.465082,-0.233908,0.146186,5.540558,1.489492,0.591128
67.399598,8.924032,3.442610,-0.219465,0.142678,5.585703,1.467009,0.560249
67.499597,9.021784,3.421531,-0.205371,0.139193,5.630306,1.447054,0.537103
67.599597,9.119819,3.401814,-0.191625,0.135736,5.674395,1.425708,0.517467
67.699596,9.218113,3.383429,-0.178266,0.131457,5.717995,1.402954,0.499408
67.799596,9.316640,3.366337,-0.165334,0.127189,5.761305,1.378779,0.482857
67.899595,9.415377,3.350499,-0.152827,0.122941,5.804334,1.353187,0.467748
67.999594,9.514301,3.335877,-0.140745,0.118718,5.847087,1.337515,0.452059
