s,x,y,yaw,curvature,v_ref,width_left,width_right
26.700936,5.120289,4.369594,-1.867060,-0.558067,3.191519,0.612913,1.039465
26.800932,5.088477,4.274794,-1.921661,-0.534021,3.265867,0.658118,1.020473
26.900929,5.051648,4.181826,-1.973918,-0.511314,3.230768,0.711919,0.996877
27.000927,5.010109,4.090863,-2.024397,-0.519200,3.090287,0.762504,0.968429
27.100923,4.963848,4.002213,-2.080550,-0.604466,2.958618,0.819553,0.939833
27.200914,4.912315,3.916524,-2.145403,-0.692730,2.836089,0.892154,0.915903
27.300900,4.854980,3.834610,-2.218809,-0.760531,2.710624,0.931093,0.892378
27.400884,4.791620,3.757265,-2.295757,-0.779278,2.675682,0.965317,0.865862
27.500866,4.722428,3.685091,-2.374858,-0.803403,2.632489,1.015326,0.834446
27.600847,4.647665,3.618708,-2.456634,-0.835401,2.578048,1.072778,0.796921
27.700825,4.567616,3.558811,-2.542651,-0.886607,2.496994,1.024296,0.466899
27.800799,4.482576,3.506247,-2.634280,-0.947025,2.409737,0.993089,0.444168
27.900768,4.392950,3.461964,-2.731923,-0.988327,2.354629,0.980106,0.445633
28.000737,4.299412,3.426688,-2.829634,-0.967320,2.382229,0.941157,0.441495
28.100707,4.202900,3.400619,-2.925746,-0.956525,2.396755,0.895999,0.462150
28.200678,4.104338,3.383897,-3.021288,-0.953944,2.400264,0.868904,0.482481
28.300649,4.004630,3.376640,-3.116574,-0.953200,2.401277,0.854410,0.496636
28.400620,3.904686,3.378914,3.070924,-0.961945,2.389431,0.859877,0.505249
28.500590,3.805423,3.390784,2.974080,-0.965028,2.385294,0.895528,0.502868
28.600561,3.707756,3.412124,2.879493,-0.927465,2.437076,0.950680,0.491463
28.700535,3.612484,3.442425,2.788342,-0.896738,2.481766,0.967168,0.465845
28.800512,3.520311,3.481145,2.699744,-0.882347,2.503473,0.997412,0.457806
28.900487,3.431923,3.527866,2.610597,-0.901993,2.473965,1.046020,0.443590
29.000461,3.348110,3.582364,2.519041,-0.930268,2.433107,1.008640,0.466663
29.100433,3.269726,3.644415,2.424571,-0.941977,2.416713,0.958741,0.690253
29.200407,3.197473,3.713512,2.333483,-0.880526,2.506256,0.928752,0.722964
