# vehicle: f110_demo
# optimisation: mincurv_iqp
# lap_time_s: 7.2125
# raceline_length_m: 31.3272
# generated: 2026-07-24 22:33:46
# s_m;x_m;y_m;psi_rad;kappa_radpm;vx_mps;ax_mps2;dist_left_m;dist_right_m
28.424697;-6.441299;0.629654;3.015520;0.873208;2.517530;1.330260;0.341415;1.610881
28.524784;-6.449589;0.529941;3.101205;0.840367;2.569871;1.098296;0.377337;1.614591
28.624871;-6.449466;0.429883;-3.099151;0.815059;2.612296;1.593500;0.462099;1.634348
28.724958;-6.441206;0.330163;-3.019303;0.780936;2.672652;1.547290;0.504555;1.663215
28.825045;-6.425181;0.231392;-2.942706;0.750429;2.729981;1.470824;0.493959;1.711014
28.925132;-6.401784;0.134101;-2.868917;0.723561;2.783382;2.542694;0.479845;1.778434
29.025219;-6.371432;0.038749;-2.798618;0.681387;2.873360;2.619019;0.461153;1.841504
29.125306;-6.334650;-0.054315;-2.732449;0.641337;2.963183;2.612482;0.436088;1.885991
29.225393;-6.291970;-0.144828;-2.670110;0.606327;3.050148;1.363849;0.404207;1.930885
29.325480;-6.243854;-0.232574;-2.610157;0.591898;3.094578;1.120190;0.376199;1.926093
29.425567;-6.190626;-0.317317;-2.551577;0.578983;3.130598;1.029706;0.354894;1.933997
29.525654;-6.132578;-0.398834;-2.494196;0.567598;3.163347;1.508906;0.374627;1.912054
29.625741;-6.070001;-0.476930;-2.438194;0.551702;3.210733;1.430283;0.427510;1.885722
29.725828;-6.003207;-0.551452;-2.383705;0.537435;3.255014;1.340716;0.434105;1.867842
29.825915;-5.932502;-0.622275;-2.330548;0.524715;3.295981;2.214229;0.445033;1.848417
29.926002;-5.858183;-0.689297;-2.279024;0.504977;3.362547;2.289362;0.454888;1.839634
30.026089;-5.780573;-0.752479;-2.229437;0.486072;3.430013;2.170854;0.467257;1.824659
30.126176;-5.699980;-0.811812;-2.181680;0.469408;3.492784;-0.920519;0.481778;1.815036
30.226263;-5.616671;-0.867265;-2.134362;0.476332;3.466306;-1.044364;0.492484;1.804830
30.326350;-5.530813;-0.918684;-2.086291;0.484440;3.436018;-1.041471;0.503073;1.795481
30.426437;-5.442563;-0.965881;-2.037357;0.492805;3.405547;1.734889;0.511392;1.786694
30.526524;-5.352110;-1.008701;-1.988731;0.479026;3.456158;1.698056;0.515982;1.779450
30.626611;-5.259707;-1.047136;-1.941434;0.466267;3.504987;1.587335;0.519104;1.780724
30.726698;-5.165610;-1.081217;-1.895354;0.454939;3.550025;0.372735;0.522501;1.790314
30.826785;-5.070056;-1.110968;-1.849957;0.452358;3.560518;0.241482;0.522422;1.804269
30.926871;-4.973253;-1.136363;-1.804772;0.450702;3.567300;0.135313;0.469755;1.824515
31.026958;-4.875403;-1.157366;-1.759706;0.449779;3.571094;2.460449;0.341414;1.853267
31.127045;-4.776712;-1.173978;-1.715755;0.428542;3.639400;2.511314;0.357279;1.854075
31.227132;-4.677399;-1.186342;-1.673902;0.407917;3.707820;2.566634;0.381391;1.860747
