# vehicle: f110_demo
# optimisation: mincurv_iqp
# lap_time_s: 10.8188
# raceline_length_m: 46.9908
# generated: 2026-07-24 22:33:46
# s_m;x_m;y_m;psi_rad;kappa_radpm;vx_mps;ax_mps2;dist_left_m;dist_right_m
42.637045;-9.661948;0.944481;3.015520;0.582139;2.517530;1.330260;0.512123;2.416322
42.787176;-9.674383;0.794911;3.101205;0.560245;2.569871;1.098296;0.566005;2.421887
42.937306;-9.674199;0.644825;-3.099151;0.543373;2.612296;1.593500;0.693148;2.451522
43.087437;-9.661809;0.495244;-3.019303;0.520624;2.672652;1.547290;0.756833;2.494823
43.237567;-9.637771;0.347088;-2.942706;0.500286;2.729981;1.470824;0.740938;2.566521
43.387698;-9.602676;0.201151;-2.868917;0.482374;2.783382;2.542694;0.719768;2.667651
43.537829;-9.557148;0.058123;-2.798618;0.454258;2.873360;2.619019;0.691729;2.762256
43.687959;-9.501975;-0.081473;-2.732449;0.427558;2.963183;2.612482;0.654132;2.828987
43.838090;-9.437955;-0.217242;-2.670110;0.404218;3.050148;1.363849;0.606310;2.896327
43.988220;-9.365781;-0.348861;-2.610157;0.394599;3.094578;1.120190;0.564299;2.889140
44.138351;-9.285939;-0.475975;-2.551577;0.385989;3.130598;1.029706;0.532341;2.900996
44.288481;-9.198867;-0.598251;-2.494196;0.378399;3.163347;1.508906;0.561940;2.868081
44.438612;-9.105002;-0.715395;-2.438194;0.367801;3.210733;1.430283;0.641265;2.828583
44.588742;-9.004810;-0.827178;-2.383705;0.358290;3.255014;1.340716;0.651158;2.801763
44.738872;-8.898753;-0.933412;-2.330548;0.349810;3.295981;2.214229;0.667550;2.772626
44.889003;-8.787275;-1.033946;-2.279024;0.336651;3.362547;2.289362;0.682332;2.759451
45.039133;-8.670860;-1.128718;-2.229437;0.324048;3.430013;2.170854;0.700885;2.736988
45.189264;-8.549970;-1.217718;-2.181680;0.312939;3.492784;-0.920519;0.722667;2.722554
45.339394;-8.425007;-1.300898;-2.134362;0.317555;3.466306;-1.044364;0.738726;2.707245
45.489525;-8.296219;-1.378026;-2.086291;0.322960;3.436018;-1.041471;0.754609;2.693221
45.639656;-8.163844;-1.448821;-2.037357;0.328537;3.405547;1.734889;0.767088;2.680041
45.789786;-8.028165;-1.513051;-1.988731;0.319351;3.456158;1.698056;0.773973;2.669175
45.939917;-7.889560;-1.570704;-1.941434;0.310845;3.504987;1.587335;0.778656;2.671086
46.090047;-7.748415;-1.621826;-1.895354;0.303293;3.550025;0.372735;0.783751;2.685471
46.240178;-7.605084;-1.666452;-1.849957;0.301572;3.560518;0.241482;0.783633;2.706403
46.390306;-7.459879;-1.704544;-1.804772;0.300468;3.567300;0.135313;0.704632;2.736773
46.540437;-7.313105;-1.736049;-1.759706;0.299853;3.571094;2.460449;0.512121;2.779901
46.690568;-7.165068;-1.760967;-1.715755;0.285695;3.639400;2.511314;0.535918;2.781112
46.840698;-7.016099;-1.779513;-1.673902;0.271945;3.707820;2.566634;0.572086;2.791120
