s,x,y,yaw,curvature,v_ref,width_left,width_right
5.399607000,0.266726000,-0.080503000,0.064767000,-0.055019296,6.721533000,0.935626000,0.394950000
5.499600000,0.366526000,-0.074301000,0.059415000,-0.052000221,6.755247000,0.939028000,0.392910000
5.599593000,0.466357000,-0.068618000,0.054354000,-0.049281192,6.788656000,0.942968000,0.390685000
5.699585000,0.566215000,-0.063427000,0.049583000,-0.046159408,6.821757000,0.947563000,0.387975000
5.799578000,0.666095000,-0.058697000,0.045104000,-0.043357027,6.854549000,0.955067000,0.385350000
5.899571000,0.765996000,-0.054400000,0.040915000,-0.040437220,6.887028000,0.963007000,0.382359000
5.999564000,0.865913000,-0.050507000,0.037018000,-0.037528152,6.919193000,0.970797000,0.378967000
6.099556000,0.965843000,-0.046989000,0.033412000,-0.034529269,6.951039000,0.972457000,0.375847000
6.199549000,1.065786000,-0.043816000,0.030099000,-0.031817094,6.982563000,0.974469000,0.372423000
6.299542000,1.165738000,-0.040961000,0.027079000,-0.028612821,7.013762000,0.976360000,0.368681000
6.399534000,1.265697000,-0.038392000,0.024351000,-0.025913335,7.044631000,0.973708000,0.372976000
6.499527000,1.365663000,-0.036082000,0.021916000,-0.022808820,7.075166000,0.971327000,0.377158000
6.599520000,1.465634000,-0.034000000,0.019775000,-0.019906924,7.105364000,0.969188000,0.381071000
6.699513000,1.565609000,-0.032117000,0.017928000,-0.017105129,7.135218000,0.967272000,0.382942000
6.799505000,1.665587000,-0.030405000,0.016375000,-0.014004997,7.164725000,0.965534000,0.384646000
6.899498000,1.765568000,-0.028833000,0.015116000,-0.011101791,7.193878000,0.963672000,0.385846000
6.999491000,1.865550000,-0.027372000,0.014151000,-0.008201808,7.222674000,0.957043000,0.381725000
7.099484000,1.965533000,-0.025993000,0.013481000,-0.005201641,7.251107000,0.950515000,0.377517000
7.199476000,2.065517000,-0.024666000,0.013106000,-0.002200132,7.188686000,0.943963000,0.372715000
7.299469000,2.165501000,-0.023361000,0.013075000,0.001700104,7.090663000,0.931866000,0.363287000
7.399462000,2.265485000,-0.022039000,0.013436000,0.005601667,6.991332000,0.919796000,0.353862000
7.499454000,2.365468000,-0.020661000,0.014189000,0.010401877,6.890716000,0.907713000,0.346801000
7.599447000,2.465450000,-0.019179000,0.015607000,0.018805039,6.789219000,0.911345000,0.354131000
7.699440000,2.565429000,-0.017509000,0.017946000,0.028010485,6.687121000,0.915307000,0.361676000
7.799433000,2.665402000,-0.015559000,0.021206000,0.037412020,6.584668000,0.918963000,0.367329000
7.899425000,2.765368000,-0.013235000,0.025472000,0.048124564,6.482402000,0.912927000,0.364005000
7.999418000,2.865321000,-0.010430000,0.030826000,0.059036298,6.380621000,0.905010000,0.361160000
